"STATION","DATE","TOBS"
"USC00410433","2020-01-28","53"
"USC00410433","2020-01-29","42"
"USC00410433","2020-01-30","41"
"USC00410433","2020-01-31","43"
"USC00410433","2020-02-01","39"
"USC00410433","2020-02-02","47"
"USC00410433","2020-02-03","56"
"USC00410433","2020-02-04","62"
"USC00410433","2020-02-05","35"
"USC00410433","2020-02-06","28"
"USC00410433","2020-02-07","34"
"USC00410433","2020-02-08","44"
"USC00410433","2020-02-09","62"
"USC00410433","2020-02-10","67"
"USC00410433","2020-02-11","41"
"USC00410433","2020-02-12","42"
"USC00410433","2020-02-13","36"
"USC00410433","2020-02-14","32"
"USC00410433","2020-02-15","37"
"USC00410433","2020-02-16","54"
"USC00410433","2020-02-17","63"
"USC00410433","2020-02-18","66"
"USC00410433","2020-02-19","46"
"USC00410433","2020-02-20","42"
"USC00410433","2020-02-21","33"
"USC00410433","2020-02-22","44"
"USC00410433","2020-02-23","52"
"USC00410433","2020-02-24","61"
"USC00410433","2020-02-25","47"
"USC00410433","2020-02-26","38"
"USC00410433","2020-02-27","29"
"USC00410433","2020-02-28","35"
"USC00410433","2020-02-29","42"
"USC00410433","2020-03-01","57"
"USC00410433","2020-03-02","63"
"USC00410433","2020-03-03","62"
"USC00410433","2020-03-04","63"
"USC00410433","2020-03-05","45"
"USC00410433","2020-03-06","49"
"USC00410433","2020-03-07","45"
"USC00410433","2020-03-08","51"
"USC00410433","2020-03-09","62"
"USC00410433","2020-03-10","57"
"USC00410433","2020-03-11","62"
"USC00410433","2020-03-12","66"
"USC00410433","2020-03-13","67"
"USC00410433","2020-03-14","69"
"USC00410433","2020-03-15","58"
"USC00410433","2020-03-16","58"
"USC00410433","2020-03-17","67"
"USC00410433","2020-03-18","68"
"USC00410433","2020-03-19","69"
"USC00410433","2020-03-20","55"
"USC00410433","2020-03-21","46"
"USC00410433","2020-03-22","55"
"USC00410433","2020-03-23","64"
"USC00410433","2020-03-24","66"
"USC00410433","2020-03-25","55"
"USC00410433","2020-03-26","66"
"USC00410433","2020-03-27","69"
"USC00410433","2020-03-28","71"
"USC00410433","2020-03-29","48"
"USC00410433","2020-03-30","63"
"USC00410433","2020-03-31","56"
"USC00410433","2020-04-01","48"
"USC00410433","2020-04-02","61"
"USC00410433","2020-04-03","66"
"USC00410433","2020-04-04","43"
"USC00410433","2020-04-05","49"
"USC00410433","2020-04-06","59"
"USC00410433","2020-04-07","68"
"USC00410433","2020-04-08","72"
"USC00410433","2020-04-09","71"
"USC00410433","2020-04-10","60"
"USC00410433","2020-04-11","60"
"USC00410433","2020-04-12","71"
"USC00410433","2020-04-13","42"
"USC00410433","2020-04-14","44"
"USC00410433","2020-04-15","39"
"USC00410433","2020-04-16","45"
"USC00410433","2020-04-17","61"
"USC00410433","2020-04-18","53"
"USC00410433","2020-04-19","60"
"USC00410433","2020-04-20","62"
"USC00410433","2020-04-21","65"
"USC00410433","2020-04-22","69"
"USC00410433","2020-04-23","57"
"USC00410433","2020-04-24","59"
"USC00410433","2020-04-25","60"
"USC00410433","2020-04-26","51"
"USC00410433","2020-04-27","61"
"USC00410433","2020-04-28","71"
"USC00410433","2020-04-29","62"
"USC00410433","2020-04-30","54"
"USC00410433","2020-05-01","61"
"USC00410433","2020-05-02","67"
"USC00410433","2020-05-03","68"
"USC00410433","2020-05-04","70"
"USC00410433","2020-05-05","73"
"USC00410433","2020-05-06","63"
"USC00410433","2020-05-07","55"
"USC00410433","2020-05-08","72"
"USC00410433","2020-05-09","58"
"USC00410433","2020-05-10","51"
"USC00410433","2020-05-11","54"
"USC00410433","2020-05-12","69"
"USC00410433","2020-05-13","64"
"USC00410433","2020-05-14","71"
"USC00410433","2020-05-15","71"
"USC00410433","2020-05-16","61"
"USC00410433","2020-05-17","63"
"USC00410433","2020-05-18","62"
"USC00410433","2020-05-19","66"
"USC00410433","2020-05-20","73"
"USC00410433","2020-05-21","68"
"USC00410433","2020-05-22","73"
"USC00410433","2020-05-23","76"
"USC00410433","2020-05-24","75"
"USC00410433","2020-05-25","65"
"USC00410433","2020-05-26","63"
"USC00410433","2020-05-27","60"
"USC00410433","2020-05-28","60"
"USC00410433","2020-05-29","68"
"USC00410433","2020-05-30","65"
"USC00410433","2020-05-31","72"
